id_venda,data_venda,loja,categoria_produto,produto,quantidade,preco_unitario,valor_total,vendedor,forma_pagamento,cidade,uf
HAV000181,2025-10-26,Havan Curitiba,Utilidades Domésticas,Aparelho de Jantar,2,364.53,729.06,Patrícia Santos,Dinheiro,Curitiba,PR
HAV000182,2024-10-01,Havan Joinville,Informática,HD Externo 1TB,2,368.95,737.9,João Mendes,Cartão de crédito,Joinville,SC
HAV000183,2024-12-19,Havan Brusque,Eletrodomésticos,Micro-ondas Electrolux,1,299.61,299.61,Rodrigo Alves,PIX,Brusque,SC
HAV000184,2025-08-29,Havan Balneário Camboriú,Eletrodomésticos,Micro-ondas Electrolux,1,3070.29,3070.29,Carlos Souza,Cartão de crédito,Balneário Camboriú,SC
HAV000185,2025-05-02,Havan Itajaí,"Cama, Mesa e Banho",Travesseiro Nasa,2,443.01,886.02,Mariana Costa,Cartão de débito,Itajaí,SC
HAV000186,2024-12-03,Havan Balneário Camboriú,Brinquedos,Jogo de Tabuleiro,1,225.01,225.01,Lucas Oliveira,Cartão de crédito,Balneário Camboriú,SC
HAV000187,2024-09-23,Havan Florianópolis,Informática,"Monitor 24""",2,2326.23,4652.46,Ana Silva,Cartão de crédito,Florianópolis,SC
HAV000188,2025-08-28,Havan Joinville,Brinquedos,Quebra-cabeça 1000 peças,1,375.84,375.84,Mariana Costa,Cartão de crédito,Joinville,SC
HAV000189,2024-09-18,Havan Joinville,Eletrodomésticos,Liquidificador Philips,2,4894.39,9788.78,Mariana Costa,Cartão de crédito,Joinville,SC
HAV000190,2024-11-13,Havan Balneário Camboriú,Brinquedos,Lego Star Wars,1,228.4,228.4,Carlos Souza,Cartão de crédito,Balneário Camboriú,SC
HAV000191,2024-05-20,Havan Itajaí,Utilidades Domésticas,Chaleira Inox,1,124.89,124.89,Ana Silva,Cartão de crédito,Itajaí,SC
HAV000192,2024-06-17,Havan Londrina,Utilidades Domésticas,Aparelho de Jantar,2,253.34,506.68,Lucas Oliveira,Cartão de crédito,Londrina,SC
HAV000193,2024-02-12,Havan Florianópolis,"Cama, Mesa e Banho",Toalha de Banho,3,455.22,1365.66,Rodrigo Alves,PIX,Florianópolis,SC
HAV000194,2024-06-05,Havan Curitiba,Móveis,Guarda-roupa 6 portas,3,3950.34,11851.02,Fernanda Lima,Cartão de crédito,Curitiba,SC
HAV000195,2024-03-20,Havan Joinville,Vestuário,Jaqueta Corta Vento,1,266.1,266.1,Ana Silva,PIX,Joinville,SC
HAV000196,2024-03-11,Havan Blumenau,Móveis,Sofá 3 Lugares,1,4235.1,4235.1,Patrícia Santos,Cartão de débito,Blumenau,SC
HAV000197,2025-11-08,Havan Brusque,Utilidades Domésticas,Conjunto de Panelas Tramontina,1,471.15,471.15,Rodrigo Alves,Dinheiro,Brusque,SC
HAV000198,2024-05-15,Havan Curitiba,"Cama, Mesa e Banho",Edredom Casal,1,394.74,394.74,Ana Silva,Cartão de crédito,Curitiba,PR
HAV000199,2025-07-12,Havan Londrina,Utilidades Domésticas,Conjunto de Panelas Tramontina,1,139.52,139.52,Patrícia Santos,Cartão de crédito,Londrina,PR
HAV000200,2025-04-06,Havan Itajaí,Eletrodomésticos,Cafeteira Nespresso,1,2077.9,2077.9,Lucas Oliveira,Dinheiro,Itajaí,SC
HAV000201,2024-12-31,Havan Brusque,Utilidades Domésticas,Aparelho de Jantar,1,435.24,435.24,Patrícia Santos,Cartão de crédito,Brusque,SC
HAV000202,2025-01-24,Havan Curitiba,Brinquedos,Lego Star Wars,2,251.96,503.92,Lucas Oliveira,Cartão de crédito,Curitiba,SC
HAV000203,2024-04-23,Havan Londrina,Informática,Impressora HP,1,2172.22,2172.22,João Mendes,PIX,Londrina,PR
HAV000204,2025-01-22,Havan Londrina,"Cama, Mesa e Banho",Jogo de Lençol Queen,2,436.97,873.94,Fernanda Lima,Cartão de crédito,Londrina,SC
HAV000205,2024-03-15,Havan Florianópolis,"Cama, Mesa e Banho",Travesseiro Nasa,3,117.23,351.69,João Mendes,Cartão de débito,Florianópolis,SC
HAV000206,2024-04-13,Havan Curitiba,Vestuário,Jaqueta Corta Vento,1,43.6,43.6,Mariana Costa,Cartão de crédito,Curitiba,PR
HAV000207,2025-03-02,Havan Itajaí,Vestuário,Calça Jeans,1,44.07,44.07,João Mendes,Dinheiro,Itajaí,SC
HAV000208,2025-01-19,Havan Brusque,Eletrônicos,"Smart TV 50""",4,3253.92,13015.68,Lucas Oliveira,PIX,Brusque,SC
HAV000209,2024-06-29,Havan Blumenau,Informática,Mouse Logitech,1,2335.35,2335.35,Fernanda Lima,Dinheiro,Blumenau,SC
HAV000210,2025-11-08,Havan Londrina,Vestuário,Jaqueta Corta Vento,1,146.82,146.82,Lucas Oliveira,Cartão de crédito,Londrina,SC
HAV000211,2024-03-31,Havan Florianópolis,Eletrodomésticos,Aspirador Mondial,1,1790.35,1790.35,Mariana Costa,PIX,Florianópolis,SC
HAV000212,2024-12-29,Havan Balneário Camboriú,Eletrônicos,Tablet Samsung,4,4598.37,18393.48,Mariana Costa,Cartão de crédito,Balneário Camboriú,SC
HAV000213,2025-03-09,Havan Blumenau,"Cama, Mesa e Banho",Jogo de Lençol Queen,1,98.4,98.4,Ana Silva,Cartão de crédito,Blumenau,SC
HAV000214,2024-06-12,Havan Curitiba,Utilidades Domésticas,Jogo de Copos,4,433.09,1732.36,Mariana Costa,Cartão de débito,Curitiba,PR
HAV000215,2024-07-28,Havan Balneário Camboriú,Brinquedos,Lego Star Wars,4,37.42,149.68,Lucas Oliveira,Cartão de crédito,Balneário Camboriú,SC
HAV000216,2024-09-17,Havan Joinville,Eletrônicos,Fone Bluetooth JBL,2,567.03,1134.06,Fernanda Lima,Dinheiro,Joinville,SC
HAV000217,2025-08-07,Havan Joinville,Eletrodomésticos,Cafeteira Nespresso,2,3956.85,7913.7,Patrícia Santos,Cartão de crédito,Joinville,SC
HAV000218,2024-01-31,Havan Balneário Camboriú,Brinquedos,Quebra-cabeça 1000 peças,2,254.29,508.58,Rodrigo Alves,PIX,Balneário Camboriú,SC
HAV000219,2024-02-07,Havan Itajaí,Móveis,Mesa de Jantar 6 lugares,1,4368.62,4368.62,Lucas Oliveira,Cartão de débito,Itajaí,SC
HAV000220,2024-12-06,Havan Curitiba,Vestuário,Blusa Feminina,3,233.41,700.23,João Mendes,Dinheiro,Curitiba,PR
HAV000221,2024-12-16,Havan Joinville,Eletrodomésticos,Aspirador Mondial,2,3405.78,6811.56,Fernanda Lima,Cartão de crédito,Joinville,SC
HAV000222,2024-07-10,Havan Curitiba,Móveis,Estante Decorativa,4,3115.58,12462.32,Fernanda Lima,PIX,Curitiba,PR
HAV000223,2025-10-15,Havan Balneário Camboriú,Utilidades Domésticas,Chaleira Inox,1,462.89,462.89,Rodrigo Alves,PIX,Balneário Camboriú,SC
HAV000224,2025-06-03,Havan Balneário Camboriú,Brinquedos,Lego Star Wars,1,376.91,376.91,Fernanda Lima,Cartão de crédito,Balneário Camboriú,SC
HAV000225,2024-06-17,Havan Blumenau,Eletrônicos,"Smart TV 50""",1,915.85,915.85,João Mendes,Cartão de crédito,Blumenau,SC
HAV000226,2025-01-16,Havan Londrina,Informática,Mouse Logitech,1,1178.72,1178.72,Mariana Costa,Cartão de débito,Londrina,PR
HAV000227,2025-02-10,Havan Joinville,Vestuário,Jaqueta Corta Vento,4,164.05,656.2,Lucas Oliveira,PIX,Joinville,SC
HAV000228,2025-08-08,Havan Joinville,"Cama, Mesa e Banho",Edredom Casal,1,301.3,301.3,Patrícia Santos,PIX,Joinville,SC
HAV000229,2024-07-10,Havan Brusque,Eletrodomésticos,Cafeteira Nespresso,1,1676.13,1676.13,Rodrigo Alves,Cartão de crédito,Brusque,SC
HAV000230,2025-07-07,Havan Itajaí,Utilidades Domésticas,Aparelho de Jantar,4,493.79,1975.16,João Mendes,PIX,Itajaí,SC
HAV000231,2025-01-20,Havan Itajaí,Eletrodomésticos,Liquidificador Philips,3,1834.91,5504.73,João Mendes,Cartão de crédito,Itajaí,SC
HAV000232,2024-10-15,Havan Balneário Camboriú,Eletrônicos,Caixa de Som Alexa,1,1968.22,1968.22,João Mendes,Cartão de crédito,Balneário Camboriú,SC
HAV000233,2025-04-24,Havan Itajaí,Vestuário,Calça Jeans,3,307.33,921.99,Carlos Souza,Cartão de crédito,Itajaí,SC
HAV000234,2024-06-04,Havan Curitiba,Informática,Impressora HP,1,1806.49,1806.49,Patrícia Santos,Dinheiro,Curitiba,PR
HAV000235,2025-10-23,Havan Curitiba,Móveis,Sofá 3 Lugares,2,2567.5,5135.0,Rodrigo Alves,Cartão de crédito,Curitiba,PR
HAV000236,2024-11-09,Havan Itajaí,Eletrônicos,Caixa de Som Alexa,2,1961.71,3923.42,Patrícia Santos,Cartão de crédito,Itajaí,SC
HAV000237,2025-03-04,Havan Curitiba,Eletrônicos,Caixa de Som Alexa,1,4565.51,4565.51,Ana Silva,Cartão de crédito,Curitiba,SC
HAV000238,2024-04-25,Havan Balneário Camboriú,Eletrodomésticos,Micro-ondas Electrolux,4,487.54,1950.16,Mariana Costa,Dinheiro,Balneário Camboriú,SC
HAV000239,2024-05-09,Havan Florianópolis,Eletrônicos,Caixa de Som Alexa,1,4954.38,4954.38,Fernanda Lima,Cartão de débito,Florianópolis,SC
HAV000240,2024-06-21,Havan Florianópolis,Eletrodomésticos,Aspirador Mondial,4,3245.21,12980.84,Carlos Souza,Cartão de crédito,Florianópolis,SC
HAV000241,2024-06-14,Havan Balneário Camboriú,Utilidades Domésticas,Conjunto de Panelas Tramontina,1,49.57,49.57,Mariana Costa,Dinheiro,Balneário Camboriú,SC
HAV000242,2025-03-19,Havan Florianópolis,Eletrônicos,"Smart TV 50""",1,2059.48,2059.48,Mariana Costa,Cartão de débito,Florianópolis,SC
HAV000243,2025-09-12,Havan Joinville,Móveis,Cadeira Gamer,1,4594.33,4594.33,Rodrigo Alves,Dinheiro,Joinville,SC
HAV000244,2024-05-10,Havan Balneário Camboriú,"Cama, Mesa e Banho",Edredom Casal,2,101.06,202.12,João Mendes,Cartão de crédito,Balneário Camboriú,SC
HAV000245,2025-04-25,Havan Balneário Camboriú,Brinquedos,Jogo de Tabuleiro,3,61.2,183.6,Fernanda Lima,PIX,Balneário Camboriú,SC
HAV000246,2024-06-25,Havan Curitiba,Eletrônicos,Caixa de Som Alexa,3,4114.38,12343.14,Carlos Souza,Cartão de crédito,Curitiba,PR
HAV000247,2024-03-20,Havan Curitiba,Informática,Mouse Logitech,2,2715.82,5431.64,Lucas Oliveira,Cartão de crédito,Curitiba,SC
HAV000248,2024-04-26,Havan Joinville,Informática,Teclado Mecânico,1,502.04,502.04,Lucas Oliveira,Cartão de débito,Joinville,SC
HAV000249,2025-01-30,Havan Joinville,Brinquedos,Lego Star Wars,2,323.81,647.62,Carlos Souza,PIX,Joinville,SC
HAV000250,2024-11-14,Havan Brusque,Eletrônicos,Fone Bluetooth JBL,2,4137.41,8274.82,Rodrigo Alves,PIX,Brusque,SC
HAV000251,2024-06-29,Havan Balneário Camboriú,"Cama, Mesa e Banho",Travesseiro Nasa,1,396.12,396.12,Mariana Costa,PIX,Balneário Camboriú,SC
HAV000252,2024-11-10,Havan Florianópolis,Informática,Teclado Mecânico,1,2722.29,2722.29,João Mendes,PIX,Florianópolis,SC
HAV000253,2024-12-17,Havan Itajaí,Informática,"Monitor 24""",2,1343.67,2687.34,Mariana Costa,PIX,Itajaí,SC
HAV000254,2024-04-25,Havan Brusque,Eletrônicos,"Smart TV 50""",4,971.07,3884.28,Lucas Oliveira,PIX,Brusque,SC
HAV000255,2024-04-06,Havan Brusque,Eletrodomésticos,Cafeteira Nespresso,1,3552.63,3552.63,Patrícia Santos,Cartão de débito,Brusque,SC
HAV000256,2024-03-03,Havan Itajaí,Brinquedos,Jogo de Tabuleiro,1,81.88,81.88,Ana Silva,Cartão de crédito,Itajaí,SC
HAV000257,2025-09-11,Havan Florianópolis,Eletrodomésticos,Liquidificador Philips,4,3604.67,14418.68,Lucas Oliveira,Cartão de crédito,Florianópolis,SC
HAV000258,2024-09-10,Havan Balneário Camboriú,Móveis,Sofá 3 Lugares,1,4020.07,4020.07,Rodrigo Alves,Cartão de débito,Balneário Camboriú,SC
HAV000259,2025-07-27,Havan Joinville,Móveis,Estante Decorativa,2,2717.31,5434.62,Fernanda Lima,PIX,Joinville,SC
HAV000260,2024-08-06,Havan Londrina,Vestuário,Tênis Nike,3,296.63,889.89,João Mendes,Cartão de crédito,Londrina,SC
HAV000261,2024-07-28,Havan Curitiba,Móveis,Sofá 3 Lugares,2,2818.94,5637.88,Patrícia Santos,Cartão de crédito,Curitiba,SC
HAV000262,2025-02-17,Havan Itajaí,Vestuário,Blusa Feminina,2,105.49,210.98,Lucas Oliveira,Cartão de crédito,Itajaí,SC
HAV000263,2025-01-15,Havan Florianópolis,Informática,Teclado Mecânico,2,2536.71,5073.42,Ana Silva,PIX,Florianópolis,SC
HAV000264,2025-11-07,Havan Blumenau,"Cama, Mesa e Banho",Travesseiro Nasa,4,226.58,906.32,Ana Silva,Cartão de crédito,Blumenau,SC
HAV000265,2024-10-21,Havan Florianópolis,"Cama, Mesa e Banho",Cortina Blackout,2,232.79,465.58,Carlos Souza,PIX,Florianópolis,SC
HAV000266,2025-08-01,Havan Joinville,"Cama, Mesa e Banho",Edredom Casal,1,230.85,230.85,Mariana Costa,Cartão de crédito,Joinville,SC
HAV000267,2024-12-25,Havan Londrina,Móveis,Sofá 3 Lugares,4,1449.84,5799.36,Rodrigo Alves,Cartão de crédito,Londrina,PR
HAV000268,2025-06-25,Havan Joinville,Eletrônicos,Tablet Samsung,2,2703.75,5407.5,Carlos Souza,Dinheiro,Joinville,SC
HAV000269,2024-10-09,Havan Curitiba,Móveis,Estante Decorativa,1,3538.93,3538.93,Rodrigo Alves,Cartão de débito,Curitiba,PR
HAV000270,2025-10-29,Havan Blumenau,Brinquedos,Boneca Barbie,3,276.72,830.16,João Mendes,Cartão de débito,Blumenau,SC
HAV000271,2025-04-06,Havan Florianópolis,Utilidades Domésticas,Chaleira Inox,1,162.31,162.31,Patrícia Santos,PIX,Florianópolis,SC
HAV000272,2024-01-24,Havan Londrina,Eletrodomésticos,Liquidificador Philips,2,2311.43,4622.86,Patrícia Santos,Cartão de crédito,Londrina,PR
HAV000273,2025-09-02,Havan Curitiba,Eletrônicos,Caixa de Som Alexa,1,2418.93,2418.93,Fernanda Lima,PIX,Curitiba,SC
HAV000274,2025-08-25,Havan Itajaí,"Cama, Mesa e Banho",Cortina Blackout,2,46.91,93.82,Ana Silva,PIX,Itajaí,SC
HAV000275,2025-07-03,Havan Londrina,Eletrodomésticos,Aspirador Mondial,3,2224.34,6673.02,Fernanda Lima,Cartão de crédito,Londrina,SC
HAV000276,2025-03-12,Havan Londrina,Brinquedos,Jogo de Tabuleiro,1,195.74,195.74,Rodrigo Alves,PIX,Londrina,SC
HAV000277,2025-07-19,Havan Florianópolis,"Cama, Mesa e Banho",Edredom Casal,1,410.01,410.01,Rodrigo Alves,PIX,Florianópolis,SC
HAV000278,2025-05-18,Havan Blumenau,Eletrônicos,Fone Bluetooth JBL,4,2599.3,10397.2,Lucas Oliveira,Cartão de crédito,Blumenau,SC
HAV000279,2025-08-26,Havan Curitiba,Eletrônicos,Tablet Samsung,1,4092.99,4092.99,João Mendes,Cartão de crédito,Curitiba,PR
HAV000280,2025-09-20,Havan Balneário Camboriú,"Cama, Mesa e Banho",Edredom Casal,1,181.38,181.38,Mariana Costa,Cartão de débito,Balneário Camboriú,SC
HAV000281,2024-06-09,Havan Itajaí,Vestuário,Camiseta Polo,1,368.11,368.11,Lucas Oliveira,Dinheiro,Itajaí,SC
HAV000282,2024-02-06,Havan Curitiba,Eletrônicos,Tablet Samsung,4,3682.5,14730.0,Lucas Oliveira,PIX,Curitiba,PR
HAV000283,2025-01-16,Havan Brusque,Brinquedos,Lego Star Wars,2,313.71,627.42,Fernanda Lima,Cartão de débito,Brusque,SC
HAV000284,2024-03-04,Havan Londrina,"Cama, Mesa e Banho",Edredom Casal,2,272.51,545.02,João Mendes,Cartão de débito,Londrina,PR
HAV000285,2025-10-29,Havan Itajaí,Utilidades Domésticas,Conjunto de Panelas Tramontina,2,206.9,413.8,Mariana Costa,Cartão de crédito,Itajaí,SC
HAV000286,2025-07-29,Havan Balneário Camboriú,Utilidades Domésticas,Jogo de Copos,2,407.91,815.82,Rodrigo Alves,Cartão de crédito,Balneário Camboriú,SC
HAV000287,2024-10-11,Havan Curitiba,Eletrodomésticos,Liquidificador Philips,4,3986.81,15947.24,Mariana Costa,PIX,Curitiba,SC
HAV000288,2025-04-01,Havan Itajaí,Móveis,Estante Decorativa,3,4125.6,12376.8,Mariana Costa,PIX,Itajaí,SC
HAV000289,2024-10-21,Havan Joinville,Informática,HD Externo 1TB,1,1161.97,1161.97,Mariana Costa,Dinheiro,Joinville,SC
HAV000290,2025-08-25,Havan Londrina,Eletrônicos,"Smart TV 50""",3,4747.8,14243.4,Rodrigo Alves,Cartão de crédito,Londrina,PR
HAV000291,2025-06-05,Havan Balneário Camboriú,Móveis,Mesa de Jantar 6 lugares,3,4480.99,13442.97,Carlos Souza,PIX,Balneário Camboriú,SC
HAV000292,2024-09-26,Havan Florianópolis,Utilidades Domésticas,Tábua de Corte,2,300.05,600.1,Mariana Costa,Cartão de crédito,Florianópolis,SC
HAV000293,2024-08-03,Havan Joinville,Informática,Mouse Logitech,1,2624.18,2624.18,Patrícia Santos,PIX,Joinville,SC
HAV000294,2025-02-12,Havan Brusque,"Cama, Mesa e Banho",Cortina Blackout,1,387.08,387.08,Patrícia Santos,Cartão de débito,Brusque,SC
HAV000295,2025-05-19,Havan Curitiba,Móveis,Sofá 3 Lugares,1,1757.49,1757.49,Lucas Oliveira,Cartão de crédito,Curitiba,SC
HAV000296,2024-06-20,Havan Florianópolis,Eletrônicos,Tablet Samsung,2,4301.59,8603.18,Mariana Costa,Dinheiro,Florianópolis,SC
HAV000297,2025-03-05,Havan Curitiba,Eletrodomésticos,Geladeira Brastemp,3,3826.27,11478.81,João Mendes,Cartão de crédito,Curitiba,PR
HAV000298,2024-11-06,Havan Balneário Camboriú,Móveis,Sofá 3 Lugares,2,2246.39,4492.78,Mariana Costa,Cartão de crédito,Balneário Camboriú,SC
HAV000299,2024-02-17,Havan Itajaí,Eletrônicos,"Smart TV 50""",3,933.82,2801.46,Carlos Souza,Cartão de crédito,Itajaí,SC
HAV000300,2024-11-11,Havan Joinville,Utilidades Domésticas,Tábua de Corte,4,141.95,567.8,Rodrigo Alves,PIX,Joinville,SC
HAV000301,2025-04-17,Havan Itajaí,Eletrodomésticos,Cafeteira Nespresso,1,2460.27,2460.27,Ana Silva,Cartão de crédito,Itajaí,SC
HAV000302,2024-09-08,Havan Florianópolis,Eletrodomésticos,Geladeira Brastemp,4,2890.04,11560.16,João Mendes,Cartão de débito,Florianópolis,SC
HAV000303,2024-09-27,Havan Blumenau,Vestuário,Jaqueta Corta Vento,2,334.83,669.66,Carlos Souza,Dinheiro,Blumenau,SC
HAV000304,2024-04-02,Havan Itajaí,Vestuário,Camiseta Polo,3,360.53,1081.59,João Mendes,PIX,Itajaí,SC
HAV000305,2024-10-29,Havan Blumenau,Eletrodomésticos,Aspirador Mondial,1,2059.78,2059.78,Patrícia Santos,Cartão de débito,Blumenau,SC
HAV000306,2025-08-13,Havan Joinville,"Cama, Mesa e Banho",Jogo de Lençol Queen,1,176.52,176.52,Lucas Oliveira,Cartão de crédito,Joinville,SC
HAV000307,2024-10-26,Havan Blumenau,Vestuário,Calça Jeans,2,88.69,177.38,Mariana Costa,PIX,Blumenau,SC
HAV000308,2025-01-08,Havan Blumenau,Eletrodomésticos,Geladeira Brastemp,3,4660.16,13980.48,Carlos Souza,Cartão de crédito,Blumenau,SC
HAV000309,2025-07-04,Havan Joinville,Móveis,Sofá 3 Lugares,2,4951.85,9903.7,João Mendes,PIX,Joinville,SC
HAV000310,2024-09-28,Havan Balneário Camboriú,Móveis,Guarda-roupa 6 portas,2,2709.51,5419.02,Mariana Costa,Cartão de crédito,Balneário Camboriú,SC
HAV000311,2025-09-16,Havan Blumenau,Vestuário,Calça Jeans,2,345.9,691.8,Mariana Costa,PIX,Blumenau,SC
HAV000312,2025-07-31,Havan Brusque,Móveis,Guarda-roupa 6 portas,1,3698.23,3698.23,Carlos Souza,Cartão de débito,Brusque,SC
HAV000313,2025-09-14,Havan Curitiba,Eletrônicos,"Smart TV 50""",3,3318.41,9955.23,Rodrigo Alves,PIX,Curitiba,PR
HAV000314,2025-04-02,Havan Brusque,Eletrodomésticos,Micro-ondas Electrolux,4,4249.42,16997.68,Rodrigo Alves,Cartão de crédito,Brusque,SC
HAV000315,2024-04-12,Havan Blumenau,"Cama, Mesa e Banho",Travesseiro Nasa,1,266.73,266.73,Carlos Souza,PIX,Blumenau,SC
HAV000316,2024-07-26,Havan Florianópolis,Utilidades Domésticas,Tábua de Corte,1,482.95,482.95,Ana Silva,Cartão de crédito,Florianópolis,SC
HAV000317,2025-06-06,Havan Itajaí,Eletrônicos,Caixa de Som Alexa,2,279.6,559.2,Carlos Souza,Cartão de crédito,Itajaí,SC
HAV000318,2024-09-08,Havan Blumenau,Utilidades Domésticas,Jogo de Copos,2,202.77,405.54,Fernanda Lima,Cartão de crédito,Blumenau,SC
HAV000319,2024-11-13,Havan Itajaí,Utilidades Domésticas,Chaleira Inox,2,254.34,508.68,Lucas Oliveira,Cartão de débito,Itajaí,SC
HAV000320,2025-05-24,Havan Itajaí,Informática,HD Externo 1TB,2,2290.03,4580.06,Ana Silva,Cartão de débito,Itajaí,SC
HAV000321,2024-11-13,Havan Itajaí,Informática,Impressora HP,2,289.0,578.0,Mariana Costa,PIX,Itajaí,SC
HAV000322,2025-01-15,Havan Joinville,Informática,Mouse Logitech,1,1720.78,1720.78,Mariana Costa,Cartão de crédito,Joinville,SC
HAV000323,2024-11-08,Havan Blumenau,Informática,Impressora HP,2,2370.64,4741.28,Mariana Costa,Cartão de débito,Blumenau,SC
HAV000324,2025-10-02,Havan Florianópolis,Eletrônicos,Caixa de Som Alexa,1,2570.86,2570.86,Lucas Oliveira,PIX,Florianópolis,SC
HAV000325,2024-10-21,Havan Balneário Camboriú,Informática,Teclado Mecânico,1,2170.86,2170.86,Lucas Oliveira,Cartão de crédito,Balneário Camboriú,SC
HAV000326,2024-11-13,Havan Florianópolis,Brinquedos,Carrinho Hot Wheels,3,113.73,341.19,João Mendes,PIX,Florianópolis,SC
HAV000327,2024-10-09,Havan Balneário Camboriú,Eletrodomésticos,Micro-ondas Electrolux,1,1309.02,1309.02,Lucas Oliveira,Cartão de débito,Balneário Camboriú,SC
HAV000328,2024-06-15,Havan Joinville,Informática,"Monitor 24""",1,2500.97,2500.97,Rodrigo Alves,Cartão de débito,Joinville,SC
HAV000329,2025-06-10,Havan Itajaí,Utilidades Domésticas,Conjunto de Panelas Tramontina,1,310.39,310.39,Lucas Oliveira,PIX,Itajaí,SC
HAV000330,2025-02-22,Havan Blumenau,Brinquedos,Boneca Barbie,1,258.69,258.69,Patrícia Santos,Cartão de crédito,Blumenau,SC
HAV000331,2024-04-15,Havan Londrina,Brinquedos,Quebra-cabeça 1000 peças,1,147.55,147.55,Lucas Oliveira,PIX,Londrina,SC
HAV000332,2024-05-10,Havan Blumenau,"Cama, Mesa e Banho",Edredom Casal,1,37.41,37.41,Carlos Souza,PIX,Blumenau,SC
HAV000333,2024-09-11,Havan Itajaí,Eletrodomésticos,Micro-ondas Electrolux,1,3923.62,3923.62,Ana Silva,Cartão de crédito,Itajaí,SC
HAV000334,2025-09-28,Havan Itajaí,Brinquedos,Lego Star Wars,2,239.03,478.06,Patrícia Santos,Cartão de crédito,Itajaí,SC
HAV000335,2024-09-30,Havan Joinville,Vestuário,Blusa Feminina,1,85.28,85.28,Fernanda Lima,PIX,Joinville,SC
HAV000336,2025-10-04,Havan Balneário Camboriú,"Cama, Mesa e Banho",Edredom Casal,2,282.71,565.42,Patrícia Santos,Cartão de crédito,Balneário Camboriú,SC
HAV000337,2024-01-10,Havan Florianópolis,Informática,"Monitor 24""",2,838.8,1677.6,Carlos Souza,Cartão de crédito,Florianópolis,SC
HAV000338,2024-05-12,Havan Balneário Camboriú,Eletrônicos,Tablet Samsung,1,2953.2,2953.2,Carlos Souza,Cartão de crédito,Balneário Camboriú,SC
HAV000339,2024-03-26,Havan Londrina,Móveis,Mesa de Jantar 6 lugares,2,2430.19,4860.38,Patrícia Santos,PIX,Londrina,PR
HAV000340,2025-08-05,Havan Itajaí,Eletrônicos,Tablet Samsung,1,4218.96,4218.96,Lucas Oliveira,PIX,Itajaí,SC
HAV000341,2024-01-08,Havan Joinville,Utilidades Domésticas,Aparelho de Jantar,1,37.04,37.04,Fernanda Lima,Cartão de crédito,Joinville,SC
HAV000342,2025-09-23,Havan Joinville,Eletrodomésticos,Geladeira Brastemp,2,4729.74,9459.48,Carlos Souza,Dinheiro,Joinville,SC
HAV000343,2025-03-03,Havan Blumenau,Utilidades Domésticas,Conjunto de Panelas Tramontina,1,336.05,336.05,Lucas Oliveira,Cartão de débito,Blumenau,SC
HAV000344,2025-08-02,Havan Florianópolis,Eletrodomésticos,Micro-ondas Electrolux,1,4314.1,4314.1,Carlos Souza,Cartão de crédito,Florianópolis,SC
HAV000345,2024-08-21,Havan Balneário Camboriú,Eletrônicos,Caixa de Som Alexa,4,1201.25,4805.0,João Mendes,Cartão de débito,Balneário Camboriú,SC
HAV000346,2024-07-10,Havan Brusque,Informática,Teclado Mecânico,4,2731.98,10927.92,João Mendes,Cartão de crédito,Brusque,SC
